;
Common name,NASA Number,Designator,Country,Launch Date,Site,Decay date/Orbit,Period(min),Perigee,Apogee,Inclination
;
;    Spacecraft launched from Earth
RADSAT,6217,1972 076B,US,2-Oct-72,AFWTR,Earth orbit,98.7,688,705,98.7
RADUGA  1,8513,1975 123A,USSR,22-Dec-75,TYMSC,Earth orbit,1435.9,35758,35807,13.3
RADUGA  2,9416,1976 092A,USSR,11-Sep-76,TYMSC,Earth orbit,1436.0,35704,35866,13.1
RADUGA  3,10159,1977 071A,USSR,23-Jul-77,TYMSC,Earth orbit,1437.2,35763,35853,12.7
RADUGA  4,10987,1978 073A,USSR,18-Jul-78,TYMSC,Earth orbit,1437.1,35757,35854,12.3
RADUGA  5,11343,1979 035A,USSR,25-Apr-79,TYMSC,Earth orbit,1436.5,35785,35802,11.9
RADUGA  6,11708,1980 016A,USSR,20-Feb-80,TYMSC,Earth orbit,1436.7,35780,35816,11.4
RADUGA  7,12003,1980 081A,USSR,5-Oct-80,TYMSC,Earth orbit,1434.8,35751,35771,10.8
RADUGA  8,12351,1981 027A,USSR,18-Mar-81,TYMSC,Earth orbit,1434.9,35411,36115,10.8
RADUGA  9,12618,1981 069A,USSR,30-Jul-81,TYMSC,Earth orbit,1435.2,35760,35776,10.3
RADUGA 1-1,20083,1989 048A,USSR,21-Jun-89,TYMSC,Earth orbit,1436.2,35781,35796,2.5
RADUGA 1-2,21038,1990 116A,USSR,27-Dec-90,TYMSC,Earth orbit,1436.3,35781,35798,1.0
RADUGA 10,12897,1981 102A,USSR,9-Oct-81,TYMSC,Earth orbit,1435.9,35743,35823,10.0
RADUGA 11,13669,1982 113A,USSR,26-Nov-82,TYMSC,Earth orbit,1473.9,36337,36708,8.5
RADUGA 12,13974,1983 028A,USSR,8-Apr-83,TYMSC,Earth orbit,1435.8,35772,35789,8.4
RADUGA 13,14307,1983 088A,USSR,25-Aug-83,TYMSC,Earth orbit,1466.8,36323,36447,8.0
RADUGA 14,14725,1984 016A,USSR,15-Feb-84,TYMSC,Earth orbit,1436.2,35758,35818,7.4
RADUGA 15,15057,1984 063A,USSR,22-Jun-84,TYMSC,Earth orbit,1435.1,35750,35782,7.2
RADUGA 16,15946,1985 070A,USSR,8-Aug-85,TYMSC,Earth orbit,1434.9,35757,35768,6.1
RADUGA 17,16250,1985 107A,USSR,15-Nov-85,TYMSC,Earth orbit,1438.0,35774,35873,5.8
RADUGA 18,16497,1986 007A,USSR,17-Jan-86,TYMSC,Earth orbit,1457.3,35909,36493,5.8
RADUGA 19,17046,1986 082A,USSR,25-Oct-86,TYMSC,Earth orbit,1462.6,36252,36353,5.1
RADUGA 20,17611,1987 028A,USSR,19-Mar-87,TYMSC,Earth orbit,1500.6,36922,37159,5.1
RADUGA 21,18631,1987 100A,USSR,10-Dec-87,TYMSC,Earth orbit,1436.4,35789,35793,3.9
RADUGA 22,19596,1988 095A,USSR,20-Oct-88,TYMSC,Earth orbit,1436.4,35784,35798,2.9
RADUGA 23,19928,1989 030A,USSR,14-Apr-89,TYMSC,Earth orbit,1436.0,35781,35789,2.6
RADUGA 24,20367,1989 098A,USSR,15-Dec-89,TYMSC,Earth orbit,1436.8,35786,35813,1.9
RADUGA 25,20499,1990 016A,USSR,15-Feb-90,TYMSC,Earth orbit,1436.1,35779,35795,1.7
RADUGA 26,21016,1990 112A,USSR,20-Dec-90,TYMSC,Earth orbit,1436.9,35777,35826,1.0
RADUGA 27,21132,1991 014A,USSR,28-Feb-91,TYMSC,Earth orbit,1436.1,35773,35800,1.1
RADUGA 28,21821,1991 087A,USSR,19-Dec-91,TYMSC,Earth orbit,1436.3,35783,35798,0.1
RADUGA 29,22557,1993 013A,USSR,25-Mar-93,TYMSC,Earth orbit,1436.3,35778,35802,1.0
RADUGA 30,22836,1993 062A,USSR,30-Sep-93,TYMSC,Earth orbit,1436.0,35754,35816,1.3
RANGER 1,173,PHI 1,US,23-Aug-61,AFETR,30-Aug-61,90.6,179,446,32.9
RANGER 2,206,A THETA 1,US,18-Nov-61,AFETR,20-Nov-61,88.3,150,242,33.3
RANGER 3,221,ALPHA 1,US,26-Jan-62,AFETR,Solar orbit
RANGER 4,280,MU 1,US,23-Apr-62,AFETR,26-Apr-62
RANGER 5,439,B ETA 1,US,18-Oct-62,AFETR,Solar orbit
RANGER 6,747,1964 007A,US,30-Jan-64,AFETR,2-Feb-64
RANGER 7,842,1964 041A,US,28-Jul-64,AFETR,31-Jul-64
RANGER 8,1086,1965 010A,US,17-Feb-65,AFETR,20-Feb-65
RANGER 9,1294,1965 023A,US,21-Mar-65,AFETR,24-Mar-65
RCA SATCOM 1,8476,1975 117A,US,13-Dec-75,AFETR,Earth orbit,1446.0,35868,36089,8.9
RCA SATCOM 2,8774,1976 029A,US,26-Mar-76,AFETR,Earth orbit,1460.1,36016,36494,8.6
RCA SATCOM 3,11635,1979 101A,US,7-Dec-79,AFETR,Earth orbit,788.9,8306,35502,8.1
RCA SATCOM 3R,12967,1981 114A,US,20-Nov-81,AFETR,Earth orbit,1438.5,35814,35852,2.6
RCA SATCOM 4,13035,1982 004A,US,16-Jan-82,AFETR,Earth orbit,1446.0,35964,35994,1.9
RCA SATCOM 5,13631,1982 105A,US,28-Oct-82,AFETR,Earth orbit,1436.1,35781,35793,2.5
RCA SATCOM 6,13984,1983 030A,US,11-Apr-83,AFETR,Earth orbit,1442.1,35791,36016,1.0
RCA SATCOM 7,14328,1983 094A,US,8-Sep-83,AFETR,Earth orbit,1436.0,35769,35801,0.0
RELAY 1,503,B UPSLN 1,US,13-Dec-62,AFETR,Earth orbit,185.1,1319,7440,47.5
RELAY 2,737,1964 003A,US,21-Jan-64,AFETR,Earth orbit,194.7,1961,7540,46.4
RESURS 500,22217,1992 075A,USSR,15-Nov-92,PLMSC,22-Nov-92,88.6,177,237,82.6
RESURS F-01,20006,1989 038A,USSR,25-May-89,PLMSC,17-Jun-89,88.6,174,232,82.3
RESURS F-02,20095,1989 049A,USSR,27-Jun-89,PLMSC,11-Jul-89,89.8,255,269,82.6
RESURS F-03,20134,1989 055A,USSR,18-Jul-89,PLMSC,8-Aug-89,88.4,178,214,82.6
RESURS F-04,20175,1989 063A,USSR,15-Aug-89,PLMSC,14-Sep-89,88.5,178,226,82.3
RESURS F-05,20222,1989 073A,USSR,6-Sep-89,PLMSC,22-Sep-89,88.6,176,229,82.3
RESURS F-06,20632,1990 047A,USSR,29-May-90,PLMSC,14-Jun-90,88.6,175,231,82.4
RESURS F-07,20687,1990 060A,USSR,17-Jul-90,PLMSC,16-Aug-90,88.6,177,236,82.3
RESURS F-08,20754,1990 073A,USSR,16-Aug-90,PLMSC,1-Sep-90,88.5,176,229,82.3
RESURS F-09,20794,1990 082A,USSR,7-Sep-90,PLMSC,21-Sep-90,88.7,177,238,82.5
RESURS F-10,21313,1991 035A,USSR,21-May-91,PLMSC,20-Jun-91,88.7,178,242,82.3
RESURS F-11,21524,1991 044A,USSR,28-Jun-91,PLMSC,21-Jul-91,89.7,253,268,82.3
RESURS F-12,21611,1991 052A,USSR,23-Jul-91,PLMSC,8-Aug-91,88.6,178,230,82.4
RESURS F-13,21664,1991 058A,USSR,21-Aug-91,PLMSC,20-Sep-91,88.7,178,240,82.3
RESURS F-14,21951,1992 024A,USSR,29-Apr-92,PLMSC,29-May-92,89.1,225,230,82.1
RESURS F-15,21998,1992 033A,USSR,23-Jun-92,PLMSC,9-Jul-92,88.5,177,226,82.3
RESURS F-16,22093,1992 056A,USSR,19-Aug-92,PLMSC,4-Sep-92,88.6,178,226,82.6
RESURS F-17,22663,1993 033A,USSR,21-May-93,PLMSC,20-Jun-93,88.8,176,255,82.6
RESURS F-18,22696,1993 040A,USSR,25-Jun-93,PLMSC,12-Jul-93,88.6,173,240,82.6
RESURS F-19,22777,1993 053A,USSR,24-Aug-93,PLMSC,10-Sep-93,88.6,174,236,82.6
REX,21527,1991 045A,US,29-Jun-91,AFWTR,Earth orbit,101.3,766,869,89.6
RHYOLITE 5,10787,1978 038A,US,7-Apr-78,AFETR,Classified,615.5,150,35033,28.4
RHYOLITE ?,10016,1977 038A,US,23-May-77,AFETR,Classified,1435.1,35679,35855,0.2
RHYOLITE ?,10508,1977 114A,US,11-Dec-77,AFETR,Classified,1435.1,35679,35855,0.2
RIGIDSPHERE,5406,1971 067H,US,7-Aug-71,AFWTR,2-Nov-79,101.8,781,916,87.6
RME (USA 52),20497,1990 015B,US,14-Feb-90,AFETR,24-May-92,89.9,261,281,43.1
RMS,4692,1970 094B,US,9-Nov-70,WLPIS,7-Feb-71,92.7,303,526,37.4
ROHINI 1B,11899,1980 062A,INDIA,18-Jul-80,SRILR,20-May-81,97.0,307,921,44.7
ROHINI 2,12491,1981 051A,INDIA,31-May-81,SRILR,8-Jun-81,90.6,188,419,46.2
ROHINI 3,14002,1983 033A,INDIA,17-Apr-83,SRILR,19-Apr-90,92.7,326,485,46.6
ROSAT,20638,1990 049A,FRG,1-Jun-90,AFETR,Earth orbit,95.6,539,554,53.0
S80/T,22078,1992 052C,FRANCE,10-Aug-92,FRGUI,Earth orbit,111.9,1306,1320,66.1
SAGE (AEM 2),11270,1979 013A,US,18-Feb-79,WLPIS,11-Apr-89,94.2,456,506,55.0
SAKURA 1A (CS-1A),10516,1977 118A,JAPAN,15-Dec-77,AFETR,Earth orbit,1455.9,36169,36176,10.5
SAKURA 2A (CS-2A),13782,1983 006A,JAPAN,4-Feb-83,TANSC,Earth orbit,1448.7,35987,36078,5.8
SAKURA 2B (CS-2B),14248,1983 081A,JAPAN,5-Aug-83,TANSC,Earth orbit,1457.3,36191,36210,5.1
SALYUT 1,5160,1971 032A,USSR,19-Apr-71,TYMSC,11-Oct-71,88.5,180,214,51.4
SALYUT 2,6398,1973 017A,USSR,3-Apr-73,TYMSC,28-May-73,89.1,216,248,51.6
SALYUT 3,7342,1974 046A,USSR,24-Jun-74,TYMSC,24-Jan-75,89.1,213,253,51.6
SALYUT 4,7591,1974 104A,USSR,26-Dec-74,TYMSC,2-Feb-77,89.1,212,251,51.6
SALYUT 5,8911,1976 057A,USSR,22-Jun-76,TYMSC,8-Aug-77,88.9,215,232,51.6
SALYUT 6,10382,1977 097A,USSR,29-Sep-77,TYMSC,29-Jul-82,88.7,188,237,51.6
SALYUT 7,13138,1982 033A,USSR,19-Apr-82,TYMSC,7-Feb-91,90.2,279,284,51.6
SAMPEX,22012,1992 038A,US,3-Jul-92,AFWTR,Earth orbit,96.5,506,670,81.7
SAN MARCO 1,957,1964 084A,ITALY,15-Dec-64,WLPIS,13-Sep-65,95.1,200,842,37.8
SAN MARCO 2,2761,1967 038A,ITALY,26-Apr-67,SNMLP,14-Oct-67,94.2,219,741,2.9
SAN MARCO 3,5176,1971 036A,ITALY,24-Apr-71,SNMLP,29-Nov-71,93.8,222,707,3.2
SAN MARCO 4,7154,1974 009A,ITALY,18-Feb-74,SNMLP,4-May-76,96.1,270,875,2.9
SAN MARCO D/L,19013,1988 026A,ITALY,25-Mar-88,SNMLP,6-Dec-88,93.5,268,625,3.0
SARA,21578,1991 050E,FRANCE,17-Jul-91,FRGUI,Earth orbit,100.0,756,764,98.5
SATCOM C3,22117,1992 060B,US,10-Sep-92,FRGUI,Earth orbit,1436.1,35784,35789,0.1
SATCOM C4,22096,1992 057A,US,31-Aug-92,AFETR,Earth orbit,1436.2,35786,35789,0.1
SATCOM I,20945,1990 100A,US,20-Nov-90,FRGUI,Earth orbit,1436.1,35777,35794,0.1
SATCOM-KU1,16482,1986 003B,US,12-Jan-86,AFETR,Earth orbit,1436.2,35783,35792,0.0
SATCOM-KU2,16276,1985 109D,US,28-Nov-85,AFETR,Earth orbit,1436.2,35786,35790,0.0
SATURN 5,744,1964 005A,US,29-Jan-64,AFETR,30-Apr-66,94.8,274,740,31.4
SATURN 6,800,1964 025A,US,28-May-64,AFETR,1-Jun-64,88.2,179,204,31.7
SATURN 7,883,1964 057A,US,18-Sep-64,AFETR,22-Sep-64,88.5,181,215,31.7
SBS 1,12065,1980 091A,US,15-Nov-80,AFETR,Earth orbit,1442.5,35895,35928,6.1
SBS 2,12855,1981 096A,US,24-Sep-81,AFETR,Earth orbit,1436.2,35776,35798,5.2
SBS 3,13651,1982 110B,US,11-Nov-82,AFETR,Earth orbit,1435.9,35775,35790,2.0
SBS 4,15235,1984 093B,US,31-Aug-84,AFETR,Earth orbit,1436.2,35758,35817,0.9
SBS 5,19484,1988 081B,US,8-Sep-88,FRGUI,Earth orbit,1436.2,35786,35788,0.1
SBS 6,20872,1990 091A,US,12-Oct-90,FRGUI,Earth orbit,1436.2,35767,35807,0.0
SBTS-1,15561,1985 015B,BRAZIL,8-Feb-85,FRGUI,Earth orbit,1436.2,35781,35795,0.0
SBTS-2,16650,1986 026B,BRAZIL,28-Mar-86,FRGUI,Earth orbit,1436.2,35780,35795,0.0
SCATHA,11256,1979 007A,US,30-Jan-79,AFETR,Earth orbit,1418.4,28018,42860,10.2
SCD1,22490,1993 009B,BRAZIL,9-Feb-93,AFETR,Earth orbit,100.1,729,793,25.0
SCORE,10,ZETA 1,US,18-Dec-58,AFETR,21-Jan-59,101.5,185,1484,32.3
SDS  1,5053,1971 021A,US,21-Mar-71,AFWTR,Classified,596.7,390,33800,63.2
SDS  2,6791,1973 056A,US,21-Aug-73,AFWTR,Classified,705.7,460,39296,63.3
SDS  3,9270,1976 080A,US,6-Aug-76,AFWTR,Classified,703.8,380,39315,63.3
SDS  4,10688,1978 021A,US,25-Feb-78,AFWTR,Classified,703.7,311,39377,63.2
SDS  5,10993,1978 075A,US,5-Aug-78,AFWTR,Classified,697.1,315,39053,62.5
SDS  6,12093,1980 100A,US,13-Dec-80,AFWTR,Classified,697.4,250,39130,63.8
SDS  7,12418,1981 038A,US,24-Apr-81,AFWTR,Classified
SDS  8,14237,1983 078A,US,31-Jul-83,AFWTR,Classified
SDS  9 (USA  4),15226,1984 091A,US,28-Aug-84,AFWTR,Classified,717.8,380,39975,63.3
SDS 10 (USA  9),15546,1985 014A,US,8-Feb-85,AFWTR,Classified,717.8,400,39775,63.0
SDS ??,7687,1975 017A,US,10-Mar-75,AFWTR,Classified,702.0,295,39337,63.5
SDS ?? (USA 21),17506,1987 015A,US,12-Feb-87,AFWTR,Classified
SDS ?? (USA 33),19625,1988 099A,US,6-Nov-88,AFWTR,Classified
SEASAT 1,10967,1978 064A,US,27-Jun-78,AFWTR,Earth orbit,100.1,761,765,108.0
SECOR  1 (EGRS  1),729,1964 001C,US,11-Jan-64,AFWTR,Earth orbit,103.3,902,922,69.9
SECOR  2 (EGRS  2),1250,1965 017B,US,11-Mar-65,AFWTR,26-Feb-68,97.9,296,1014,90.0
SECOR  3 (EGRS  3),1208,1965 016E,US,9-Mar-65,AFWTR,Earth orbit,103.2,896,927,70.1
SECOR  4 (EGRS  4),1315,1965 027B,US,3-Apr-65,AFWTR,Earth orbit,111.4,1265,1312,90.3
SECOR  5 (EGRS  5),1506,1965 063A,US,10-Aug-65,WLPIS,Earth orbit,122.2,1134,2419,69.2
SECOR  6 (EGRS  6),2205,1966 051B,US,9-Jun-66,AFWTR,6-Jul-67,125.0,168,3646,90.0
SECOR  7 (EGRS  7),2411,1966 077B,US,19-Aug-66,AFWTR,Earth orbit,167.5,3671,3700,89.7
SECOR  8 (EGRS  8),2520,1966 089B,US,5-Oct-66,AFWTR,Earth orbit,167.6,3674,3707,90.0
SECOR  9 (EGRS  9),2861,1967 065A,US,29-Jun-67,AFWTR,Earth orbit,172.1,3792,3946,90.1
SECOR 13 (EGRS 13),3891,1969 037B,US,14-Apr-69,AFWTR,Earth orbit,107.2,1067,1126,100.0
SEDS 1,22582,1993 017B,US,30-Mar-93,AFETR,30-Mar-93
SERT 2,4327,1970 009A,US,4-Feb-70,AFWTR,Earth orbit,106.0,1037,1044,99.3
SESP 1,5285,1971 054A,US,8-Jun-71,AFWTR,31-Jan-82,95.8,544,580,90.2
SESP 73-5,7499,1974 085C,US,29-Oct-74,AFWTR,26-May-75,116.3,150,2888,96.9
SESP 74-2,9007,1976 065B,US,8-Jul-76,AFWTR,24-Apr-86,179.0,236,8048,97.5
SIGNE 3,10064,1977 049A,FRANCE,17-Jun-77,KYMSC,20-Jun-79,94.3,449,522,50.7
SIRIO 1,10294,1977 080A,ITALY,25-Aug-77,AFETR,Earth orbit,1437.4,35755,35869,9.6
SKYLAB 1,6633,1973 027A,US,14-May-73,AFETR,11-Jul-79,93.2,427,439,50.0
SKYLAB 2,6655,1973 032A,US,25-May-73,AFETR,22-Jun-73,93.2,425,440,50.0
SKYLAB 3,6757,1973 050A,US,28-Jul-73,AFETR,25-Sep-73,93.2,422,442,50.0
SKYLAB 4,6936,1973 090A,US,16-Nov-73,AFETR,8-Feb-74,93.1,422,437,50.0
SKYNET 1A,4250,1969 101A,UK,22-Nov-69,AFETR,Earth orbit,1436.2,35682,35894,13.9
SKYNET 1B,4493,1970 062A,UK,19-Aug-70,AFETR,Unknown,665.4,278,37460,25.9
SKYNET 2A,7096,1974 002A,UK,19-Jan-74,AFETR,25-Jan-74,104.1,104,1803,37.5
SKYNET 2B,7547,1974 094A,UK,23-Nov-74,AFETR,Earth orbit,1436.9,35782,35822,12.2
SKYNET 4A,20401,1990 001A,UK,1-Jan-90,AFETR,Earth orbit,1436.2,35773,35802,1.8
SKYNET 4B,19687,1988 109A,UK,11-Dec-88,FRGUI,Earth orbit,1435.5,35756,35792,1.3
SKYNET 4C,20776,1990 079A,UK,30-Aug-90,FRGUI,Earth orbit,1436.1,35781,35793,2.0
SME,12887,1981 100A,US,6-Oct-81,AFWTR,5-Mar-91,91.3,335,337,97.6
SMM,11703,1980 014A,US,14-Feb-80,AFETR,2-Dec-89,92.7,405,408,28.5
SMS 1,7298,1974 033A,US,17-May-74,AFETR,Earth orbit,1460.3,36216,36303,15.5
SMS 2,7648,1975 011A,US,6-Feb-75,AFETR,Earth orbit,1447.1,35941,36060,12.0
SN 39 (5E 1),671,1963 038C,US,28-Sep-63,AFWTR,Earth orbit,107.1,1061,1124,90.0
SN 43 (5E 5),959,1964 083C,US,13-Dec-64,AFWTR,Earth orbit,105.9,1007,1064,89.8
SNAPSHOT,1314,1965 027A,US,3-Apr-65,AFWTR,Earth orbit,111.4,1270,1314,90.3
SOICAL (CONE),4132,1969 082K,US,30-Sep-69,AFWTR,Earth orbit,102.1,844,870,70.0
SOICAL (CYLINDER),4166,1969 082J,US,30-Sep-69,AFWTR,Earth orbit,100.9,791,812,70.0
SOLAR-A,21694,1991 062A,JAPAN,30-Aug-91,KSCUT,Earth orbit,97.4,516,754,31.3
SOLIDARIDAD 1,22911,1993 073A,MEXICO,20-Nov-93,FRGUI,Earth orbit,1233.3,27744,35690,0.4
SOLRAD  1,46,ETA 2,US,22-Jun-60,AFETR,Earth orbit,100.2,596,935,66.7
SOLRAD  6A,599,1963 021C,US,15-Jun-63,AFWTR,1-Aug-63,95.1,170,869,69.9
SOLRAD  6B (GREB 6),1271,1965 016A,US,9-Mar-65,AFWTR,Earth orbit,103.2,895,926,70.1
SOLRAD  7A,730,1964 001D,US,11-Jan-64,AFWTR,Earth orbit,103.2,902,920,69.9
SOLRAD  7B,1291,1965 016D,US,9-Mar-65,AFWTR,Earth orbit,103.3,898,930,70.1
SOLRAD 11A,8748,1976 023C,US,15-Mar-76,AFETR,Unknown,7344.3,118383,119180,25.7
SOLRAD 11B,8749,1976 023D,US,15-Mar-76,AFETR,Unknown,7116.7,115720,116645,25.6
SOLWIND (P 78-1),11278,1979 017A,US,24-Feb-79,AFWTR,20-Jul-92,90.8,310,317,97.8
SOYUZ  1,2759,1967 037A,USSR,23-Apr-67,TYMSC,24-Apr-67,88.7,197,223,50.8
SOYUZ  2,3511,1968 093A,USSR,25-Oct-68,TYMSC,28-Oct-68,88.6,191,229,51.7
SOYUZ  3,3516,1968 094A,USSR,26-Oct-68,TYMSC,30-Oct-68,88.3,183,205,51.7
SOYUZ  4,3654,1969 004A,USSR,14-Jan-69,TYMSC,17-Jan-69,88.8,213,224,51.7
SOYUZ  5,3656,1969 005A,USSR,15-Jan-69,TYMSC,18-Jan-69,88.6,196,212,51.7
SOYUZ  6,4122,1969 085A,USSR,11-Oct-69,TYMSC,16-Oct-69,88.8,212,218,51.6
SOYUZ  7,4124,1969 086A,USSR,12-Oct-69,TYMSC,17-Oct-69,88.8,210,223,51.7
SOYUZ  8,4126,1969 087A,USSR,13-Oct-69,TYMSC,18-Oct-69,88.7,201,227,51.7
SOYUZ  9,4407,1970 041A,USSR,1-Jun-70,TYMSC,19-Jun-70,88.5,176,227,51.6
SOYUZ 10,5172,1971 034A,USSR,22-Apr-71,TYMSC,24-Apr-71,89.1,209,258,51.6
SOYUZ 11,5283,1971 053A,USSR,6-Jun-71,TYMSC,29-Jun-71,88.4,163,237,51.5
SOYUZ 12,6836,1973 067A,USSR,27-Sep-73,TYMSC,29-Sep-73,91.0,306,348,51.0
SOYUZ 13,6982,1973 103A,USSR,18-Dec-73,TYMSC,26-Dec-73,88.8,188,247,51.6
SOYUZ 14,7361,1974 051A,USSR,3-Jul-74,TYMSC,19-Jul-74,88.6,195,217,51.6
SOYUZ 15,7421,1974 067A,USSR,26-Aug-74,TYMSC,28-Aug-74,88.5,173,236,51.6
SOYUZ 16,7561,1974 096A,USSR,2-Dec-74,TYMSC,8-Dec-74,89.2,184,291,51.8
SOYUZ 17,7604,1975 001A,USSR,10-Jan-75,TYMSC,9-Feb-75,88.8,185,249,51.6
SOYUZ 18B,7818,1975 044A,USSR,24-May-75,TYMSC,26-Jul-75,88.6,186,230,51.7
SOYUZ 19 (ASTP),8030,1975 065A,USSR,15-Jul-75,TYMSC,21-Jul-75,88.5,186,220,51.8
SOYUZ 20,8430,1975 106A,USSR,17-Nov-75,TYMSC,16-Feb-76,88.8,184,251,51.6
SOYUZ 21,8934,1976 064A,USSR,6-Jul-76,TYMSC,24-Aug-76,89.7,246,274,51.6
SOYUZ 22,9421,1976 093A,USSR,15-Sep-76,TYMSC,23-Sep-76,89.3,185,296,64.8
SOYUZ 23,9477,1976 100A,USSR,14-Oct-76,TYMSC,16-Oct-76,89.5,239,269,51.6
SOYUZ 24,9804,1977 008A,USSR,7-Feb-77,TYMSC,25-Feb-77,89.3,226,264,51.6
SOYUZ 25,10401,1977 099A,USSR,9-Oct-77,TYMSC,11-Oct-77,88.8,194,240,51.6
SOYUZ 26,10506,1977 113A,USSR,10-Dec-77,TYMSC,16-Jan-78,88.8,205,235,51.6
SOYUZ 27,10560,1978 003A,USSR,10-Jan-78,TYMSC,16-Mar-78,88.7,190,237,51.7
SOYUZ 28,10694,1978 023A,USSR,2-Mar-78,TYMSC,10-Mar-78,88.8,192,246,51.6
SOYUZ 29,10952,1978 061A,USSR,15-Jun-78,TYMSC,3-Sep-78,88.9,193,248,51.6
SOYUZ 30,10968,1978 065A,USSR,27-Jun-78,TYMSC,5-Jul-78,88.8,194,244,51.6
SOYUZ 31,11010,1978 081A,USSR,26-Aug-78,TYMSC,2-Nov-78,88.8,193,243,51.6
SOYUZ 32,11281,1979 018A,USSR,25-Feb-79,TYMSC,13-Jun-79,88.9,193,256,51.6
SOYUZ 33,11324,1979 029A,USSR,10-Apr-79,TYMSC,12-Apr-79,89.0,194,261,51.6
SOYUZ 34,11387,1979 049A,USSR,6-Jun-79,TYMSC,19-Aug-79,88.9,192,254,51.6
SOYUZ 35,11753,1980 027A,USSR,9-Apr-80,TYMSC,3-Jun-80,88.9,197,247,51.6
SOYUZ 36,11811,1980 041A,USSR,26-May-80,TYMSC,31-Jul-80,89.0,190,263,51.6
SOYUZ 37,11905,1980 064A,USSR,23-Jul-80,TYMSC,11-Oct-80,89.1,190,273,51.5
SOYUZ 38,11977,1980 075A,USSR,18-Sep-80,TYMSC,26-Sep-80,89.0,195,257,51.6
SOYUZ 39,12366,1981 029A,USSR,22-Mar-81,TYMSC,30-Mar-81,88.9,198,249,51.8
SOYUZ 40,12454,1981 042A,USSR,14-May-81,TYMSC,22-May-81,89.1,192,270,51.6
SOYUZ T-01,11640,1979 103A,USSR,16-Dec-79,TYMSC,25-Mar-80,89.2,213,252,51.6
SOYUZ T-02,11825,1980 045A,USSR,5-Jun-80,TYMSC,9-Jun-80,88.7,195,232,51.6
SOYUZ T-03,12077,1980 094A,USSR,27-Nov-80,TYMSC,10-Dec-80,89.7,256,260,51.6
SOYUZ T-04,12334,1981 023A,USSR,12-Mar-81,TYMSC,26-May-81,88.9,201,237,51.6
SOYUZ T-05,13173,1982 042A,USSR,13-May-82,TYMSC,27-Aug-82,88.7,190,231,51.6
SOYUZ T-06,13292,1982 063A,USSR,24-Jun-82,TYMSC,2-Jul-82,88.7,189,233,51.7
SOYUZ T-07,13425,1982 080A,USSR,19-Aug-82,TYMSC,10-Dec-82,90.3,289,299,51.6
SOYUZ T-08,14014,1983 035A,USSR,20-Apr-83,TYMSC,22-Apr-83,88.6,196,213,51.6
SOYUZ T-09,14152,1983 062A,USSR,27-Jun-83,TYMSC,23-Nov-83,88.8,197,228,51.6
SOYUZ T-10B,14701,1984 014A,USSR,8-Feb-84,TYMSC,11-Apr-84,88.7,199,219,51.6
SOYUZ T-11,14872,1984 032A,USSR,3-Apr-84,TYMSC,2-Oct-84,88.7,195,224,51.6
SOYUZ T-12,15119,1984 073A,USSR,17-Jul-84,TYMSC,29-Jul-84,88.6,192,218,51.6
SOYUZ T-13,15804,1985 043A,USSR,6-Jun-85,TYMSC,26-Sep-85,88.7,198,222,51.6
SOYUZ T-14,16051,1985 081A,USSR,17-Sep-85,TYMSC,21-Nov-85,88.7,196,223,51.6
SOYUZ T-15,16643,1986 022A,USSR,13-Mar-86,TYMSC,16-Jul-86,91.5,331,366,51.6
SOYUZ TM-01,16722,1986 035A,USSR,21-May-86,TYMSC,30-May-86,88.7,192,225,51.6
SOYUZ TM-02,17482,1987 013A,USSR,5-Feb-87,TYMSC,30-Jul-87,91.6,341,365,51.6
SOYUZ TM-03,18222,1987 063A,USSR,22-Jul-87,TYMSC,29-Dec-87,91.0,297,353,51.6
SOYUZ TM-04,18699,1987 104A,USSR,21-Dec-87,TYMSC,17-Jun-88,91.5,337,357,51.6
SOYUZ TM-05,19204,1988 048A,USSR,7-Jun-88,TYMSC,7-Sep-88,88.6,196,216,51.6
SOYUZ TM-06,19443,1988 075A,USSR,29-Aug-88,TYMSC,21-Dec-88,88.7,195,228,51.6
SOYUZ TM-07,19660,1988 104A,USSR,26-Nov-88,TYMSC,27-Apr-89,88.8,194,235,51.6
SOYUZ TM-08,20218,1989 071A,USSR,5-Sep-89,TYMSC,19-Feb-90,92.4,390,392,51.6
SOYUZ TM-09,20494,1990 014A,USSR,11-Feb-90,TYMSC,9-Aug-90,92.2,373,387,51.6
SOYUZ TM-10,20722,1990 067A,USSR,1-Aug-90,TYMSC,10-Dec-90,88.7,198,219,51.6
SOYUZ TM-11,20981,1990 107A,USSR,2-Dec-90,TYMSC,26-May-91,92.2,367,400,51.6
SOYUZ TM-12,21311,1991 034A,USSR,18-May-91,TYMSC,10-Oct-91,92.4,389,397,51.6
SOYUZ TM-13,21735,1991 069A,USSR,2-Oct-91,TYMSC,25-Mar-92,88.8,195,232,51.7
SOYUZ TM-14,21908,1992 014A,USSR,17-Mar-92,TYMSC,10-Aug-92,92.2,373,394,51.6
SOYUZ TM-15,22054,1992 046A,USSR,27-Jul-92,TYMSC,1-Feb-93,88.6,196,216,51.6
SOYUZ TM-16,22319,1993 005A,USSR,24-Jan-93,TYMSC,22-Jul-93,92.4,393,394,51.6
SOYUZ TM-17,22704,1993 043A,USSR,1-Jul-93,TYMSC,Earth orbit,92.4,388,397,51.6
SPACENET 1,14985,1984 049A,US,23-May-84,FRGUI,Earth orbit,1436.2,35785,35791,0.0
