;
Common name,NASA Number,Designator,Country,Launch Date,Site,Decay date/Orbit,Period(min),Perigee,Apogee,Inclination
;
;    Spacecraft launched from Earth
COSMOS  108,2002,1966 011A,USSR,11-Feb-66,KYMSC,21-Nov-66,95.3,220,850,48.8
COSMOS  109,2019,1966 014A,USSR,19-Feb-66,TYMSC,27-Feb-66,89.4,204,288,64.9
COSMOS  110,2070,1966 015A,USSR,22-Feb-66,TYMSC,16-Mar-66,95.3,181,887,51.8
COSMOS  111,2093,1966 017A,USSR,1-Mar-66,TYMSC,3-Mar-66,88.0,168,180,51.8
COSMOS  112,2107,1966 021A,USSR,17-Mar-66,PLMSC,25-Mar-66,93.3,214,664,72.0
COSMOS  113,2114,1966 023A,USSR,21-Mar-66,TYMSC,29-Mar-66,89.6,202,314,64.9
COSMOS  114,2133,1966 028A,USSR,6-Apr-66,PLMSC,14-Apr-66,89.8,202,337,72.8
COSMOS  115,2147,1966 033A,USSR,20-Apr-66,TYMSC,28-Apr-66,89.2,189,283,65.0
COSMOS  116,2152,1966 036A,USSR,26-Apr-66,KYMSC,3-Dec-66,92.0,288,464,48.4
COSMOS  117,2163,1966 037A,USSR,6-May-66,TYMSC,14-May-66,89.6,200,314,64.9
COSMOS  118,2168,1966 038A,USSR,11-May-66,TYMSC,23-Nov-88,91.1,316,339,65.0
COSMOS  119,2182,1966 043A,USSR,24-May-66,KYMSC,30-Nov-66,99.7,209,1278,48.4
COSMOS  120,2196,1966 050A,USSR,8-Jun-66,TYMSC,16-Jun-66,89.8,201,331,51.7
COSMOS  121,2210,1966 054A,USSR,17-Jun-66,PLMSC,25-Jun-66,89.8,205,327,72.8
COSMOS  122,2254,1966 057A,USSR,25-Jun-66,TYMSC,14-Nov-89,92.1,371,388,65.0
COSMOS  123,2295,1966 061A,USSR,8-Jul-66,KYMSC,10-Dec-66,92.3,256,512,48.8
COSMOS  124,2325,1966 064A,USSR,14-Jul-66,TYMSC,22-Jul-66,89.4,205,282,51.8
COSMOS  125,2351,1966 067A,USSR,20-Jul-66,TYMSC,2-Aug-66,89.1,204,260,64.9
COSMOS  126,2368,1966 068A,USSR,28-Jul-66,TYMSC,6-Aug-66,90.1,209,343,51.8
COSMOS  127,2391,1966 071A,USSR,8-Aug-66,TYMSC,16-Aug-66,89.1,201,263,51.8
COSMOS  128,2409,1966 079A,USSR,27-Aug-66,TYMSC,4-Sep-66,90.0,207,343,64.9
COSMOS  129,2491,1966 091A,USSR,14-Oct-66,PLMSC,21-Oct-66,89.4,199,288,65.4
COSMOS  130,2502,1966 093A,USSR,20-Oct-66,TYMSC,28-Oct-66,89.7,204,316,64.9
COSMOS  131,2568,1966 105A,USSR,12-Nov-66,PLMSC,20-Nov-66,89.8,202,335,72.8
COSMOS  132,2599,1966 106A,USSR,19-Nov-66,TYMSC,27-Nov-66,89.1,202,257,65.0
COSMOS  133,2601,1966 107A,USSR,28-Nov-66,TYMSC,30-Nov-66,88.4,173,219,51.8
COSMOS  134,2603,1966 108A,USSR,3-Dec-66,TYMSC,11-Dec-66,89.5,206,286,64.9
COSMOS  135,2612,1966 112A,USSR,12-Dec-66,KYMSC,12-Apr-67,93.6,253,648,48.4
COSMOS  136,2624,1966 115A,USSR,19-Dec-66,PLMSC,27-Dec-66,89.3,197,281,64.6
COSMOS  137,2627,1966 117A,USSR,21-Dec-66,KYMSC,23-Nov-67,104.4,219,1718,48.8
COSMOS  138,2646,1967 004A,USSR,19-Jan-67,PLMSC,27-Jan-67,89.1,190,273,64.6
COSMOS  139,2656,1967 005A,USSR,25-Jan-67,TYMSC,25-Jan-67,88.0,144,210,49.7
COSMOS  140,2667,1967 009A,USSR,7-Feb-67,TYMSC,9-Feb-67,88.3,169,216,51.6
COSMOS  141,2670,1967 012A,USSR,8-Feb-67,PLMSC,16-Feb-67,89.7,205,316,72.9
COSMOS  142,2678,1967 013A,USSR,14-Feb-67,KYMSC,6-Jul-67,100.1,216,1320,48.4
COSMOS  143,2693,1967 017A,USSR,27-Feb-67,TYMSC,7-Mar-67,90.5,202,390,64.9
COSMOS  144,2695,1967 018A,USSR,28-Feb-67,PLMSC,14-Sep-82,96.9,574,644,81.3
COSMOS  145,2697,1967 019A,USSR,3-Mar-67,KYMSC,8-Mar-68,108.7,226,2107,48.4
COSMOS  146,2705,1967 021A,USSR,10-Mar-67,TYMSC,18-Mar-67,89.3,178,312,51.5
COSMOS  147,2710,1967 022A,USSR,13-Mar-67,PLMSC,21-Mar-67,89.4,195,298,64.5
COSMOS  148,2712,1967 023A,USSR,16-Mar-67,PLMSC,7-May-67,91.3,270,404,71.0
COSMOS  149,2714,1967 024A,USSR,21-Mar-67,KYMSC,7-Apr-67,89.8,246,284,48.4
COSMOS  150,2715,1967 025A,USSR,22-Mar-67,PLMSC,30-Mar-67,89.6,178,341,65.4
COSMOS  151,2720,1967 027A,USSR,24-Mar-67,TYMSC,6-May-91,92.4,384,399,56.0
COSMOS  152,2722,1967 028A,USSR,25-Mar-67,PLMSC,5-Aug-67,91.9,271,472,71.0
COSMOS  153,2740,1967 030A,USSR,4-Apr-67,PLMSC,12-Apr-67,89.3,199,279,64.6
COSMOS  154,2745,1967 032A,USSR,8-Apr-67,TYMSC,10-Apr-67,88.3,187,203,51.5
COSMOS  155,2750,1967 033A,USSR,12-Apr-67,TYMSC,20-Apr-67,89.2,200,267,51.8
COSMOS  156,2762,1967 039A,USSR,27-Apr-67,PLMSC,23-Oct-89,92.0,368,375,81.1
COSMOS  157,2781,1967 044A,USSR,12-May-67,TYMSC,20-May-67,89.6,249,262,51.3
COSMOS  158,2801,1967 045A,USSR,15-May-67,PLMSC,Earth orbit,100.3,729,811,74.0
COSMOS  159,2805,1967 046A,USSR,16-May-67,TYMSC,11-Nov-77,1174.2,350,60637,51.6
COSMOS  160,2806,1967 047A,USSR,17-May-67,TYMSC,18-May-67,87.6,137,177,49.7
COSMOS  161,2812,1967 049A,USSR,22-May-67,PLMSC,30-May-67,89.7,201,321,65.6
COSMOS  162,2827,1967 054A,USSR,1-Jun-67,TYMSC,9-Jun-67,89.2,196,275,51.8
COSMOS  163,2832,1967 056A,USSR,5-Jun-67,KYMSC,11-Oct-67,93.1,255,598,48.3
COSMOS  164,2836,1967 057A,USSR,8-Jun-67,PLMSC,14-Jun-67,89.5,185,317,65.6
COSMOS  165,2842,1967 059A,USSR,12-Jun-67,PLMSC,15-Jan-68,102.0,200,1514,81.8
COSMOS  166,2848,1967 061A,USSR,16-Jun-67,KYMSC,25-Oct-67,93.0,288,555,48.4
COSMOS  167,2852,1967 063A,USSR,17-Jun-67,TYMSC,25-Jun-67,89.2,211,264,51.8
COSMOS  168,2869,1967 067A,USSR,4-Jul-67,TYMSC,12-Jul-67,89.1,223,230,51.8
COSMOS  169,2878,1967 069A,USSR,17-Jul-67,TYMSC,17-Jul-67,87.8,135,200,49.7
COSMOS  170,2902,1967 074A,USSR,31-Jul-67,TYMSC,31-Jul-67,87.9,141,199,49.6
COSMOS  171,2911,1967 077A,USSR,8-Aug-67,TYMSC,8-Aug-67,87.6,138,177,49.6
COSMOS  172,2914,1967 078A,USSR,9-Aug-67,TYMSC,17-Aug-67,89.3,206,277,51.7
COSMOS  173,2921,1967 081A,USSR,24-Aug-67,PLMSC,17-Dec-67,92.2,269,499,71.0
COSMOS  174,2925,1967 082A,USSR,31-Aug-67,TYMSC,30-Dec-68,715.0,430,39796,64.9
COSMOS  175,2939,1967 085A,USSR,11-Sep-67,PLMSC,19-Sep-67,89.8,181,356,72.8
COSMOS  176,2942,1967 086A,USSR,12-Sep-67,PLMSC,3-Mar-68,102.2,196,1525,81.9
COSMOS  177,2947,1967 088A,USSR,16-Sep-67,TYMSC,24-Sep-67,89.1,201,267,51.7
COSMOS  178,2951,1967 089A,USSR,19-Sep-67,TYMSC,19-Sep-67,88.4,138,258,49.7
COSMOS  179,2962,1967 091A,USSR,22-Sep-67,TYMSC,22-Sep-67,87.9,139,207,49.6
COSMOS  180,2966,1967 093A,USSR,26-Sep-67,PLMSC,4-Oct-67,90.1,206,350,72.8
COSMOS  181,2981,1967 097A,USSR,11-Oct-67,PLMSC,19-Oct-67,89.7,198,325,65.6
COSMOS  182,2995,1967 098A,USSR,16-Oct-67,TYMSC,24-Oct-67,90.2,197,374,64.9
COSMOS  183,3001,1967 099A,USSR,18-Oct-67,TYMSC,18-Oct-67,89.0,140,306,49.6
COSMOS  184,3010,1967 102A,USSR,24-Oct-67,PLMSC,2-Apr-89,92.8,409,414,81.2
COSMOS  185,3013,1967 104A,USSR,27-Oct-67,TYMSC,14-Jan-69,98.8,518,887,64.2
COSMOS  186,3014,1967 105A,USSR,27-Oct-67,TYMSC,31-Oct-67,88.6,179,223,51.6
COSMOS  187,3016,1967 106A,USSR,28-Oct-67,TYMSC,28-Oct-67,88.9,143,301,49.6
COSMOS  188,3020,1967 107A,USSR,30-Oct-67,TYMSC,2-Nov-67,88.7,180,247,51.7
COSMOS  189,3021,1967 108A,USSR,30-Oct-67,PLMSC,8-Jun-78,95.7,510,599,73.8
COSMOS  190,3026,1967 110A,USSR,3-Nov-67,PLMSC,11-Nov-67,89.7,197,327,65.6
COSMOS  191,3043,1967 115A,USSR,21-Nov-67,PLMSC,2-Mar-68,92.2,269,494,71.0
COSMOS  192,3047,1967 116A,USSR,23-Nov-67,PLMSC,Earth orbit,99.2,716,725,74.0
COSMOS  193,3052,1967 117A,USSR,25-Nov-67,PLMSC,3-Dec-67,99.9,745,756,74.0
COSMOS  194,3055,1967 119A,USSR,3-Dec-67,PLMSC,11-Dec-67,89.6,201,312,65.6
COSMOS  195,3071,1967 124A,USSR,16-Dec-67,PLMSC,24-Dec-67,90.0,204,352,65.6
COSMOS  196,3074,1967 125A,USSR,19-Dec-67,KYMSC,7-Jul-68,95.5,220,869,48.7
COSMOS  197,3079,1967 126A,USSR,26-Dec-67,KYMSC,30-Jan-68,91.5,217,486,48.4
COSMOS  198,3081,1967 127A,USSR,27-Dec-67,TYMSC,Earth orbit,103.4,907,927,65.1
COSMOS  199,3099,1968 003A,USSR,16-Jan-68,PLMSC,1-Feb-68,90.2,206,363,65.6
COSMOS  200,3100,1968 006A,USSR,19-Jan-68,PLMSC,24-Feb-73,95.2,518,539,74.0
COSMOS  201,3118,1968 009A,USSR,6-Feb-68,TYMSC,14-Feb-68,89.9,207,334,64.9
COSMOS  202,3128,1968 010A,USSR,20-Feb-68,KYMSC,24-Mar-68,91.5,210,488,48.4
COSMOS  203,3129,1968 011A,USSR,20-Feb-68,PLMSC,Earth orbit,109.2,1180,1199,74.1
COSMOS  204,3139,1968 015A,USSR,5-Mar-68,PLMSC,2-Mar-69,95.7,485,626,70.9
COSMOS  205,3140,1968 016A,USSR,5-Mar-68,PLMSC,13-Mar-68,89.4,197,293,65.7
COSMOS  206,3150,1968 019A,USSR,14-Mar-68,PLMSC,22-Apr-89,92.6,396,405,81.2
COSMOS  207,3154,1968 021A,USSR,16-Mar-68,PLMSC,24-Mar-68,89.7,201,320,65.6
COSMOS  208,3156,1968 022A,USSR,21-Mar-68,TYMSC,2-Apr-68,89.4,205,287,64.9
COSMOS  209,3158,1968 023A,USSR,22-Mar-68,TYMSC,Earth orbit,103.0,876,927,65.3
COSMOS  210,3168,1968 024A,USSR,3-Apr-68,PLMSC,11-Apr-68,90.3,200,373,81.4
COSMOS  211,3181,1968 028A,USSR,9-Apr-68,PLMSC,10-Nov-68,102.3,199,1532,81.9
COSMOS  212,3183,1968 029A,USSR,14-Apr-68,TYMSC,19-Apr-68,88.3,180,200,51.6
COSMOS  213,3193,1968 030A,USSR,15-Apr-68,TYMSC,20-Apr-68,88.9,188,254,51.7
COSMOS  214,3203,1968 032A,USSR,18-Apr-68,PLMSC,26-Apr-68,90.3,200,373,81.4
COSMOS  215,3205,1968 033A,USSR,18-Apr-68,KYMSC,30-Jun-68,91.0,255,403,48.4
COSMOS  216,3207,1968 034A,USSR,20-Apr-68,TYMSC,28-Apr-68,89.2,198,267,51.0
COSMOS  217,3216,1968 036A,USSR,24-Apr-68,TYMSC,26-Apr-68,87.7,140,179,62.3
COSMOS  218,3217,1968 037A,USSR,25-Apr-68,TYMSC,25-Apr-68,87.3,123,162,49.6
COSMOS  219,3220,1968 038A,USSR,26-Apr-68,KYMSC,2-Mar-69,104.6,215,1745,48.4
COSMOS  220,3229,1968 040A,USSR,7-May-68,PLMSC,Earth orbit,98.1,637,700,74.0
COSMOS  221,3269,1968 043A,USSR,24-May-68,KYMSC,31-Aug-69,108.9,215,2140,48.4
COSMOS  222,3272,1968 044A,USSR,30-May-68,PLMSC,11-Oct-68,92.3,285,488,70.9
COSMOS  223,3274,1968 045A,USSR,1-Jun-68,PLMSC,9-Jun-68,89.9,221,317,72.9
COSMOS  224,3276,1968 046A,USSR,4-Jun-68,TYMSC,12-Jun-68,89.1,203,256,51.8
COSMOS  225,3279,1968 048A,USSR,11-Jun-68,KYMSC,2-Nov-68,92.2,255,519,48.4
COSMOS  226,3282,1968 049A,USSR,12-Jun-68,PLMSC,18-Oct-83,96.9,579,639,81.2
COSMOS  227,3294,1968 051A,USSR,18-Jun-68,TYMSC,26-Jun-68,89.2,202,271,51.8
COSMOS  228,3298,1968 053A,USSR,21-Jun-68,TYMSC,3-Jul-68,89.0,205,245,51.6
COSMOS  229,3304,1968 054A,USSR,26-Jun-68,PLMSC,4-Jul-68,89.9,207,327,72.9
COSMOS  230,3308,1968 056A,USSR,5-Jul-68,KYMSC,2-Nov-68,92.9,287,546,48.4
COSMOS  231,3316,1968 058A,USSR,10-Jul-68,TYMSC,18-Jul-68,89.6,206,311,64.9
COSMOS  232,3322,1968 060A,USSR,16-Jul-68,PLMSC,24-Jul-68,89.9,189,348,65.3
COSMOS  233,3326,1968 061A,USSR,18-Jul-68,PLMSC,7-Feb-69,102.1,198,1514,81.9
COSMOS  234,3332,1968 062A,USSR,30-Jul-68,TYMSC,5-Aug-68,89.4,208,288,51.8
COSMOS  235,3339,1968 067A,USSR,9-Aug-68,TYMSC,17-Aug-68,89.3,201,281,51.8
COSMOS  236,3347,1968 070A,USSR,27-Aug-68,TYMSC,4-Mar-90,91.4,340,348,56.1
COSMOS  237,3348,1968 071A,USSR,27-Aug-68,PLMSC,4-Sep-68,89.7,200,320,65.4
COSMOS  238,3351,1968 072A,USSR,28-Aug-68,TYMSC,1-Sep-68,88.6,203,210,51.7
COSMOS  239,3353,1968 073A,USSR,5-Sep-68,TYMSC,13-Sep-68,89.2,201,274,51.8
COSMOS  240,3388,1968 075A,USSR,14-Sep-68,TYMSC,21-Sep-68,89.3,203,283,51.8
COSMOS  241,3398,1968 077A,USSR,16-Sep-68,PLMSC,24-Sep-68,89.7,198,326,65.4
COSMOS  242,3414,1968 079A,USSR,20-Sep-68,PLMSC,13-Nov-68,91.3,272,406,71.0
COSMOS  243,3418,1968 080A,USSR,23-Sep-68,TYMSC,4-Oct-68,89.5,213,293,71.3
COSMOS  244,3449,1968 082A,USSR,2-Oct-68,TYMSC,2-Oct-68,87.4,140,158,49.6
COSMOS  245,3457,1968 083A,USSR,3-Oct-68,PLMSC,15-Jan-69,92.1,284,473,71.0
COSMOS  246,3473,1968 087A,USSR,7-Oct-68,PLMSC,12-Oct-68,89.2,149,321,65.4
COSMOS  247,3484,1968 088A,USSR,11-Oct-68,PLMSC,19-Oct-68,89.9,199,345,65.4
COSMOS  248,3503,1968 090A,USSR,19-Oct-68,TYMSC,26-Feb-80,94.8,475,543,62.3
COSMOS  249,3504,1968 091A,USSR,20-Oct-68,TYMSC,Earth orbit,111.4,492,2094,62.3
COSMOS  250,3526,1968 095A,USSR,30-Oct-68,PLMSC,15-Feb-78,95.3,522,542,74.0
COSMOS  251,3528,1968 096A,USSR,31-Oct-68,TYMSC,18-Nov-68,89.0,201,255,64.9
COSMOS  252,3530,1968 097A,USSR,1-Nov-68,TYMSC,Earth orbit,112.0,535,2104,62.3
COSMOS  253,3542,1968 102A,USSR,13-Nov-68,PLMSC,18-Nov-68,90.0,216,337,65.4
COSMOS  254,3562,1968 104A,USSR,21-Nov-68,PLMSC,29-Nov-68,89.9,197,335,65.4
COSMOS  255,3574,1968 105A,USSR,29-Nov-68,PLMSC,7-Dec-68,89.6,197,317,65.4
COSMOS  256,3576,1968 106A,USSR,30-Nov-68,PLMSC,Earth orbit,109.3,1170,1220,74.0
COSMOS  257,3578,1968 107A,USSR,3-Dec-68,PLMSC,5-Mar-69,92.0,286,462,70.9
COSMOS  258,3602,1968 111A,USSR,10-Dec-68,TYMSC,18-Dec-68,89.6,205,298,65.0
COSMOS  259,3612,1968 113A,USSR,14-Dec-68,KYMSC,5-May-69,100.2,215,1331,48.4
COSMOS  260,3619,1968 115A,USSR,16-Dec-68,TYMSC,9-Jul-73,712.2,506,39573,65.0
COSMOS  261,3624,1968 117A,USSR,19-Dec-68,PLMSC,12-Feb-69,93.0,206,637,71.2
COSMOS  262,3629,1968 119A,USSR,26-Dec-68,KYMSC,18-Jul-69,95.2,264,791,48.4
COSMOS  263,3651,1969 003A,USSR,12-Jan-69,PLMSC,20-Jan-69,89.7,200,325,65.4
COSMOS  264,3667,1969 008A,USSR,23-Jan-69,TYMSC,5-Feb-69,89.6,209,295,69.9
COSMOS  265,3675,1969 012A,USSR,7-Feb-69,PLMSC,1-May-69,91.8,273,456,71.0
COSMOS  266,3761,1969 015A,USSR,25-Feb-69,PLMSC,5-Mar-69,89.8,202,336,72.0
COSMOS  267,3765,1969 017A,USSR,26-Feb-69,TYMSC,6-Mar-69,89.8,202,331,70.0
COSMOS  268,3773,1969 020A,USSR,5-Mar-69,KYMSC,9-May-70,109.1,209,2173,48.4
COSMOS  269,3775,1969 021A,USSR,5-Mar-69,PLMSC,21-Oct-78,95.3,525,543,74.1
COSMOS  270,3777,1969 022A,USSR,6-Mar-69,PLMSC,14-Mar-69,89.8,200,331,65.4
COSMOS  271,3807,1969 023A,USSR,15-Mar-69,PLMSC,23-Mar-69,89.7,196,324,65.4
COSMOS  272,3818,1969 024A,USSR,17-Mar-69,PLMSC,Earth orbit,109.2,1177,1205,74.0
COSMOS  273,3831,1969 027A,USSR,22-Mar-69,PLMSC,30-Mar-69,89.8,200,336,65.4
COSMOS  274,3833,1969 028A,USSR,24-Mar-69,TYMSC,1-Apr-69,89.6,206,300,65.0
COSMOS  275,3846,1969 031A,USSR,28-Mar-69,PLMSC,7-Feb-70,95.2,273,780,71.0
COSMOS  276,3854,1969 032A,USSR,4-Apr-69,PLMSC,11-Apr-69,90.3,200,371,81.4
COSMOS  277,3855,1969 033A,USSR,4-Apr-69,PLMSC,6-Jul-69,91.9,289,446,70.9
COSMOS  278,3883,1969 034A,USSR,9-Apr-69,PLMSC,17-Apr-69,89.6,198,310,65.4
COSMOS  279,3893,1969 038A,USSR,15-Apr-69,TYMSC,23-Apr-69,89.0,192,267,51.7
COSMOS  280,3906,1969 040A,USSR,23-Apr-69,TYMSC,6-May-69,89.0,207,250,51.6
COSMOS  281,3939,1969 042A,USSR,13-May-69,PLMSC,21-May-69,89.4,191,303,65.4
COSMOS  282,3944,1969 044A,USSR,20-May-69,PLMSC,28-May-69,89.7,202,321,65.4
COSMOS  283,3957,1969 047A,USSR,27-May-69,PLMSC,10-Dec-69,102.0,196,1501,81.9
COSMOS  284,3971,1969 048A,USSR,29-May-69,TYMSC,6-Jun-69,89.5,204,297,51.7
COSMOS  285,3983,1969 049A,USSR,3-Jun-69,PLMSC,7-Oct-69,92.1,266,493,71.0
COSMOS  286,3988,1969 052A,USSR,15-Jun-69,PLMSC,23-Jun-69,89.7,197,322,65.4
COSMOS  287,3991,1969 054A,USSR,24-Jun-69,TYMSC,2-Jul-69,89.0,189,265,51.8
COSMOS  288,3994,1969 055A,USSR,27-Jun-69,TYMSC,5-Jul-69,89.2,199,273,51.8
COSMOS  289,4034,1969 057A,USSR,10-Jul-69,PLMSC,15-Jul-69,89.6,194,324,65.3
COSMOS  290,4042,1969 060A,USSR,22-Jul-69,PLMSC,30-Jul-69,89.7,195,332,65.4
COSMOS  291,4058,1969 066A,USSR,6-Aug-69,TYMSC,8-Sep-69,91.4,144,548,62.2
COSMOS  292,4070,1969 070A,USSR,13-Aug-69,PLMSC,Earth orbit,99.3,719,733,74.1
COSMOS  293,4072,1969 071A,USSR,16-Aug-69,TYMSC,28-Aug-69,89.1,215,244,51.7
COSMOS  294,4074,1969 072A,USSR,19-Aug-69,PLMSC,27-Aug-69,89.8,200,329,65.4
COSMOS  295,4076,1969 073A,USSR,22-Aug-69,PLMSC,1-Dec-69,91.9,270,472,71.0
COSMOS  296,4080,1969 075A,USSR,29-Aug-69,TYMSC,6-Sep-69,89.6,207,302,65.0
COSMOS  297,4082,1969 076A,USSR,2-Sep-69,PLMSC,10-Sep-69,89.7,207,314,72.8
COSMOS  298,4092,1969 077A,USSR,15-Sep-69,TYMSC,15-Sep-69,87.3,127,162,49.6
COSMOS  299,4097,1969 078A,USSR,18-Sep-69,TYMSC,22-Sep-69,89.4,207,284,65.0
COSMOS  300,4104,1969 080A,USSR,23-Sep-69,TYMSC,27-Sep-69,88.2,184,189,51.5
COSMOS  301,4106,1969 081A,USSR,24-Sep-69,PLMSC,2-Oct-69,89.3,203,271,65.4
COSMOS  302,4130,1969 089A,USSR,17-Oct-69,PLMSC,25-Oct-69,89.7,198,321,65.4
COSMOS  303,4136,1969 090A,USSR,18-Oct-69,PLMSC,23-Jan-70,91.9,270,466,71.0
COSMOS  304,4138,1969 091A,USSR,21-Oct-69,PLMSC,Earth orbit,99.6,731,748,74.0
COSMOS  305,4150,1969 092A,USSR,22-Oct-69,TYMSC,24-Oct-69,88.4,182,208,51.4
COSMOS  306,4182,1969 093A,USSR,24-Oct-69,TYMSC,5-Nov-69,89.6,215,299,65.0
COSMOS  307,4184,1969 094A,USSR,24-Oct-69,KYMSC,30-Dec-70,109.2,229,2150,48.3
COSMOS  308,4219,1969 096A,USSR,4-Nov-69,PLMSC,4-Jan-70,91.3,271,408,71.0
COSMOS  309,4223,1969 098A,USSR,12-Nov-69,PLMSC,20-Nov-69,90.0,185,364,64.5
COSMOS  310,4232,1969 100A,USSR,15-Nov-69,TYMSC,23-Nov-69,89.9,204,336,65.0
COSMOS  311,4252,1969 102A,USSR,24-Nov-69,PLMSC,10-Mar-70,92.3,297,484,71.1
COSMOS  312,4254,1969 103A,USSR,24-Nov-69,PLMSC,Earth orbit,108.5,1138,1174,74.0
COSMOS  313,4262,1969 104A,USSR,3-Dec-69,PLMSC,15-Dec-69,89.8,198,335,65.4
COSMOS  314,4266,1969 106A,USSR,11-Dec-69,PLMSC,22-Mar-70,91.9,272,465,71.0
COSMOS  315,4273,1969 107A,USSR,20-Dec-69,PLMSC,25-Mar-79,95.3,518,542,74.0
COSMOS  316,4282,1969 108A,USSR,23-Dec-69,TYMSC,28-Aug-70,102.8,152,1638,49.5
COSMOS  317,4280,1969 109A,USSR,23-Dec-69,PLMSC,5-Jan-70,89.3,205,280,65.4
COSMOS  318,4292,1970 001A,USSR,9-Jan-70,TYMSC,21-Jan-70,90.3,206,379,65.0
COSMOS  319,4299,1970 004A,USSR,15-Jan-70,PLMSC,1-Jul-70,102.0,200,1508,82.0
COSMOS  320,4301,1970 005A,USSR,16-Jan-70,KYMSC,10-Feb-70,90.2,247,326,48.4
COSMOS  321,4308,1970 006A,USSR,20-Jan-70,PLMSC,23-Mar-70,92.1,272,479,71.0
COSMOS  322,4315,1970 007A,USSR,21-Jan-70,PLMSC,29-Jan-70,89.6,216,298,65.3
COSMOS  323,4328,1970 010A,USSR,10-Feb-70,PLMSC,18-Feb-70,89.7,201,314,65.4
COSMOS  324,4338,1970 014A,USSR,27-Feb-70,PLMSC,23-May-70,91.9,274,465,71.0
COSMOS  325,4340,1970 015A,USSR,4-Mar-70,PLMSC,12-Mar-70,89.8,200,327,65.4
COSMOS  326,4346,1970 018A,USSR,13-Mar-70,PLMSC,21-Mar-70,88.9,208,232,81.3
COSMOS  327,4351,1970 020A,USSR,18-Mar-70,PLMSC,19-Jan-71,95.7,280,819,71.0
COSMOS  328,4355,1970 022A,USSR,27-Mar-70,PLMSC,9-Apr-70,89.5,203,299,72.9
COSMOS  329,4357,1970 023A,USSR,3-Apr-70,PLMSC,15-Apr-70,88.8,198,228,81.3
COSMOS  330,4360,1970 024A,USSR,7-Apr-70,PLMSC,12-Jun-79,95.2,514,543,74.1
COSMOS  331,4364,1970 026A,USSR,8-Apr-70,TYMSC,16-Apr-70,89.8,206,320,65.0
COSMOS  332,4369,1970 028A,USSR,11-Apr-70,PLMSC,Earth orbit,99.4,727,736,74.0
COSMOS  333,4373,1970 030A,USSR,15-Apr-70,PLMSC,28-Apr-70,89.1,219,239,81.3
COSMOS  334,4378,1970 033A,USSR,23-Apr-70,PLMSC,9-Aug-70,92.0,287,458,70.9
COSMOS  335,4380,1970 035A,USSR,24-Apr-70,KYMSC,22-Jun-70,91.0,250,401,48.4
COSMOS  336,4383,1970 036A,USSR,25-Apr-70,PLMSC,Earth orbit,115.4,1460,1484,74.0
COSMOS  337,4384,1970 036B,USSR,25-Apr-70,PLMSC,Earth orbit,116.2,1466,1550,74.0
COSMOS  338,4385,1970 036C,USSR,25-Apr-70,PLMSC,Earth orbit,115.8,1466,1515,74.0
COSMOS  339,4386,1970 036D,USSR,25-Apr-70,PLMSC,Earth orbit,115.0,1443,1466,74.0
COSMOS  340,4387,1970 036E,USSR,25-Apr-70,PLMSC,Earth orbit,114.6,1405,1468,74.0
COSMOS  341,4388,1970 036F,USSR,25-Apr-70,PLMSC,Earth orbit,113.9,1341,1466,74.0
COSMOS  342,4389,1970 036G,USSR,25-Apr-70,PLMSC,Earth orbit,113.5,1308,1466,74.0
COSMOS  343,4390,1970 036H,USSR,25-Apr-70,PLMSC,Earth orbit,114.2,1372,1466,74.0
COSMOS  344,4401,1970 038A,USSR,12-May-70,PLMSC,20-May-70,89.8,204,326,72.9
COSMOS  345,4403,1970 039A,USSR,20-May-70,TYMSC,28-May-70,89.0,153,296,52.0
COSMOS  346,4409,1970 042A,USSR,10-Jun-70,TYMSC,17-Jun-70,90.0,206,351,51.8
COSMOS  347,4411,1970 043A,USSR,12-Jun-70,KYMSC,7-Nov-71,89.9,173,373,48.3
COSMOS  348,4413,1970 044A,USSR,13-Jun-70,PLMSC,25-Jul-70,92.5,205,598,71.0
COSMOS  349,4416,1970 045A,USSR,17-Jun-70,PLMSC,25-Jun-70,89.8,199,332,65.4
COSMOS  350,4425,1970 050A,USSR,26-Jun-70,TYMSC,8-Jul-70,89.0,180,274,51.7
COSMOS  351,4427,1970 051A,USSR,27-Jun-70,PLMSC,13-Oct-70,91.9,270,467,71.0
COSMOS  352,4446,1970 052A,USSR,7-Jul-70,TYMSC,15-Jul-70,89.9,203,340,51.8
COSMOS  353,4455,1970 053A,USSR,9-Jul-70,PLMSC,21-Jul-70,89.6,205,304,65.4
COSMOS  354,4481,1970 056A,USSR,28-Jul-70,TYMSC,28-Jul-70,87.5,137,165,49.6
COSMOS  355,4484,1970 058A,USSR,7-Aug-70,PLMSC,15-Aug-70,89.6,198,321,65.3
COSMOS  356,4487,1970 059A,USSR,10-Aug-70,PLMSC,2-Oct-70,92.6,231,573,82.0
COSMOS  357,4495,1970 063A,USSR,19-Aug-70,PLMSC,24-Nov-70,92.0,272,476,71.0
COSMOS  358,4497,1970 064A,USSR,20-Aug-70,PLMSC,26-Jun-90,91.3,334,342,74.0
COSMOS  359,4501,1970 065A,USSR,22-Aug-70,TYMSC,6-Nov-70,95.7,195,908,51.2
COSMOS  360,4508,1970 068A,USSR,29-Aug-70,TYMSC,8-Sep-70,89.4,207,287,65.0
